interest,verified,cutil,term,bankrupt,ccheck
9.93,Source Verified,0.480169492,60,1,0
19.42,Source Verified,0.846241544,36,0,0
14.07,Source Verified,0.816430154,36,0,1
15.04,Source Verified,0.571512464,60,0,1
7.97,Source Verified,0.267221079,36,0,2
16.02,Verified,0.723582402,60,0,5
18.06,Source Verified,0.356929461,36,0,2
10.91,Not Verified,0.222900153,36,0,10
9.43,Not Verified,0.131847424,60,0,0
13.59,Not Verified,0.350950003,36,0,0
7.97,Not Verified,0.205341622,36,0,2
15.04,Verified,0.806287564,36,0,1
25.81,Verified,0.382772776,60,0,2
19.42,Verified,0.146170931,60,0,1
24.85,Not Verified,0.810767073,60,1,0
29.69,Not Verified,0.113316466,60,0,2
18.06,Verified,0.758436635,60,0,1
14.07,Verified,0.723934775,36,1,2
17.09,Source Verified,0.550655407,36,0,3
19.42,Verified,0.590415762,60,0,0
11.99,Verified,0.46287523,60,0,3
10.9,Source Verified,0.103136257,36,0,1
11.98,Source Verified,0.760321299,60,0,7
21.85,Source Verified,0.122929425,60,0,7
9.44,Source Verified,0.115754595,36,0,1
12.62,Source Verified,0.385782493,60,0,0
15.05,Source Verified,0.169021493,36,0,1
7.35,Not Verified,0.045343263,36,0,0
23.87,Source Verified,0.596835559,60,1,2
12.61,Source Verified,0.534300912,36,0,5
9.92,Not Verified,0.866593407,36,0,0
15.05,Source Verified,0.110945841,60,0,3
9.43,Not Verified,0.471278973,36,0,1
16.02,Not Verified,0.719770479,36,1,2
7.34,Source Verified,0.510647741,60,0,1
9.43,Source Verified,0.000232044,36,0,1
10.9,Source Verified,0.238577274,36,0,1
23.87,Source Verified,0.557318126,36,1,6
10.42,Not Verified,0.647441062,36,0,2
17.09,Not Verified,1.014885057,36,0,0
6.07,Source Verified,0.297379408,36,0,0
9.43,Source Verified,0.070880799,36,1,1
13.58,Not Verified,0.246013937,60,0,1
11.99,Verified,0.123068931,60,0,3
11.98,Verified,0.438503554,36,1,0
5.32,Source Verified,0.175345701,36,0,0
12.62,Not Verified,0.172453127,60,0,2
15.05,Source Verified,0.05402754,60,0,0
7.35,Not Verified,0.283235404,60,0,3
15.04,Not Verified,0.54668352,60,1,3
19.42,Not Verified,0.582491944,36,0,3
6.71,Source Verified,0.105545262,36,0,3
5.31,Not Verified,0.508601612,36,0,0
12.61,Verified,0.742033184,60,1,1
9.44,Not Verified,0.327703223,36,0,7
21.45,Verified,0.615322581,60,0,0
6.72,Not Verified,0.245715619,36,0,1
13.58,Source Verified,0.705911085,36,0,2
9.93,Not Verified,0.534123363,36,1,0
10.42,Source Verified,0.066592139,60,1,4
10.42,Source Verified,0.025602484,60,0,0
6.71,Verified,0.489177581,36,0,8
9.43,Source Verified,0.405712575,36,0,3
10.41,Verified,0.363281891,36,0,0
14.08,Source Verified,0.147105091,60,0,1
6.72,Source Verified,0.261386382,36,0,1
12.61,Source Verified,0.921372519,36,0,0
15.04,Verified,0.75406662,36,0,0
9.92,Source Verified,0.129767442,36,1,3
21.85,Not Verified,0.776719566,60,1,5
5.32,Verified,0.303754734,36,0,0
9.92,Verified,0.06696518,36,1,2
5.31,Not Verified,0.195121742,36,0,0
6.07,Source Verified,0.225114289,36,0,4
16.02,Source Verified,0.080540756,60,0,5
18.06,Source Verified,0.162186299,36,1,1
20,Source Verified,0.852698079,36,0,4
10.9,Source Verified,0.43265512,60,0,0
7.34,Verified,0.234299456,36,0,0
17.09,Source Verified,0,60,0,1
6.72,Not Verified,0.577338028,36,0,0
5.31,Source Verified,0.067644853,36,0,6
15.05,Source Verified,0.182892507,60,0,8
11.99,Not Verified,0.562752613,36,1,1
7.97,Not Verified,0.570306863,36,1,1
20,Verified,0.311104991,36,0,3
10.42,Not Verified,0.76868587,36,0,6
10.41,Not Verified,0.721792346,36,0,1
7.96,Source Verified,0.374369973,36,0,2
11.98,Source Verified,0.265667737,36,0,0
9.93,Not Verified,0.500514706,36,0,0
13.59,Not Verified,0.569134615,36,0,0
6.07,Not Verified,0.679011677,36,0,1
7.96,Source Verified,0.039332907,36,0,1
30.17,Source Verified,0.660394277,60,1,1
7.96,Source Verified,0.066282414,36,0,3
7.35,Source Verified,0.044166667,36,0,1
9.43,Source Verified,0.4484317,36,0,1
10.91,Source Verified,0.189201189,36,1,3
10.42,Verified,0.286275957,36,0,0
13.59,Not Verified,0.334645758,36,1,4
13.58,Source Verified,0.283376279,36,0,7
6.08,Verified,0.067498449,36,0,1
6.08,Not Verified,0.047739694,36,0,3
7.97,Source Verified,0.328747812,36,0,0
19.42,Verified,0.769769748,60,0,2
14.08,Not Verified,0.109579736,36,0,1
13.59,Source Verified,0.606484752,60,0,0
18.45,Not Verified,0.760236323,36,0,1
16.01,Not Verified,0.489564165,36,1,1
13.58,Source Verified,0.214978161,60,0,6
13.59,Source Verified,0.68063197,36,0,5
9.93,Not Verified,0.378722222,36,1,1
12.62,Verified,0.780659192,60,1,0
30.75,Source Verified,0.079848393,60,1,5
24.84,Verified,0.339599944,60,0,0
9.93,Source Verified,0.672174533,36,0,2
13.59,Source Verified,0.024997706,36,0,0
16.02,Not Verified,0.375443182,36,0,2
6.08,Not Verified,0.64554739,36,0,1
15.05,Source Verified,0.352225519,36,0,1
9.43,Source Verified,0.723063932,36,1,3
9.93,Source Verified,0.0675867,60,0,1
11.99,Not Verified,0.670152551,36,0,2
9.93,Not Verified,0.153018342,36,0,0
12.61,Source Verified,0.339155356,60,0,0
21.45,Not Verified,0.767460674,60,0,1
7.34,Not Verified,0.131549621,36,1,4
13.59,Source Verified,0.780562152,36,0,1
13.58,Source Verified,0.163296445,60,0,0
9.43,Source Verified,0.428428571,36,0,4
18.06,Verified,0.230551141,60,NA,1
10.42,Not Verified,0.231785235,36,0,1
12.62,Source Verified,0.473017183,36,0,4
6.71,Not Verified,0.333971003,36,0,0
7.96,Source Verified,0.245359725,36,0,1
7.34,Not Verified,0.115637467,36,0,0
13.58,Source Verified,0.681362469,60,0,3
10.9,Verified,0.050965592,36,0,1
10.9,Source Verified,0.920129241,36,1,1
6.08,Not Verified,0.648608927,36,0,0
5.32,Not Verified,0.405377084,36,0,3
6.72,Not Verified,0.134589041,36,0,1
9.44,Source Verified,0.225691801,60,0,6
14.08,Source Verified,0.13122392,36,0,2
11.99,Not Verified,0.135906681,36,0,1
9.44,Source Verified,0.121239662,36,1,2
17.47,Source Verified,0.057323116,36,1,1
17.09,Verified,0.759906387,36,1,1
14.08,Source Verified,0.684558824,36,0,4
18.45,Verified,0.354786371,36,0,2
13.58,Source Verified,0.134729494,36,0,2
19.03,Verified,0.233861831,36,0,7
5.32,Not Verified,0.050197985,36,0,0
9.92,Source Verified,0.326412687,60,0,1
12.62,Not Verified,0.292758,60,0,2
11.99,Verified,0.025777364,36,0,3
10.9,Source Verified,0.651401613,36,0,0
7.97,Not Verified,0.671059006,36,0,0
11.98,Not Verified,0.080586134,36,0,1
17.09,Not Verified,1.012991884,36,0,2
6.08,Not Verified,0.010631638,36,0,2
9.93,Source Verified,0.117317073,36,0,0
9.44,Source Verified,0.02887792,60,0,1
7.34,Not Verified,0.768226153,36,0,2
18.45,Not Verified,0.403980308,60,0,0
22.91,Verified,0.292477657,36,0,2
16.01,Source Verified,0.59735961,36,0,6
6.71,Source Verified,0.654330357,36,0,0
10.91,Source Verified,0.485561795,36,0,9
17.47,Not Verified,0.724804752,36,1,0
26.3,Not Verified,0.867605928,36,0,7
7.97,Verified,0.516116956,36,0,2
7.35,Not Verified,0.054773585,36,0,5
9.43,Verified,0.416260684,36,0,1
19.03,Source Verified,0.140434079,60,0,3
10.41,Not Verified,0.283424885,60,0,2
14.08,Not Verified,0.269531816,36,0,2
15.04,Not Verified,0.531814815,36,0,1
10.9,Source Verified,0.115069324,60,0,1
9.43,Source Verified,0.338983957,36,0,1
10.91,Not Verified,0.053580875,36,0,0
6.08,Verified,0.074672154,36,0,2
7.97,Source Verified,0.227852164,36,0,0
7.34,Source Verified,0.831227773,36,1,1
20.39,Verified,0.395774443,60,0,2
10.42,Not Verified,0.473058201,36,0,1
18.45,Source Verified,0.058809504,60,0,1
15.05,Source Verified,0.2763904,60,0,1
13.59,Not Verified,0.275690821,60,0,0
7.97,Source Verified,0.657981143,36,0,3
6.08,Not Verified,0.305116959,36,0,0
5.32,Not Verified,0.378549518,36,1,0
15.05,Source Verified,0.754687426,36,0,7
17.09,Source Verified,0.917253964,36,0,2
10.42,Source Verified,0.000893401,60,0,0
19.03,Not Verified,0.650306316,60,0,0
5.32,Source Verified,0.086094027,36,0,2
6.08,Not Verified,0.16218258,36,0,3
9.93,Source Verified,0.59832782,36,0,1
14.08,Not Verified,0.307563452,36,0,2
11.99,Source Verified,0.788111561,36,0,0
7.96,Not Verified,0.357997948,36,0,0
9.93,Not Verified,0.355212102,36,0,1
11.99,Source Verified,0.66677673,36,0,0
10.9,Verified,0.159549609,36,0,1
9.93,Source Verified,0.076547315,36,0,1
6.72,Source Verified,0.064597279,36,1,3
15.05,Verified,0.175236262,60,0,1
14.08,Verified,0.194981356,60,0,2
9.92,Source Verified,0.06122449,36,0,2
15.04,Source Verified,0.909266749,60,0,0
19.03,Source Verified,0.572730824,36,0,2
9.43,Not Verified,0.684160678,60,0,1
21.45,Verified,0.118651262,36,0,4
10.9,Not Verified,0.442327965,36,0,5
11.98,Verified,0.229616614,60,0,1
20,Source Verified,0.81314785,60,0,3
11.98,Verified,0.159474826,36,1,1
9.44,Source Verified,0.067934942,60,0,0
11.99,Source Verified,0.153889547,60,0,1
11.99,Verified,0.30680277,60,0,0
9.93,Source Verified,0.29473116,60,0,1
13.59,Not Verified,0.448114943,36,0,3
9.43,Not Verified,0.14998823,36,0,1
15.04,Verified,0.709946322,60,0,0
16.02,Source Verified,0.633248884,36,1,0
17.09,Not Verified,0.26639891,60,0,3
10.42,Not Verified,0.6934,36,0,0
10.41,Not Verified,0.307499121,36,0,1
17.09,Source Verified,0.249639547,60,0,2
18.06,Not Verified,0.700935916,60,0,0
16.02,Verified,0.736849544,36,0,2
7.35,Not Verified,0.452047562,36,0,2
10.91,Source Verified,0.168976592,60,0,1
21.45,Source Verified,0.662194093,60,0,1
6.71,Source Verified,0.213795958,36,0,0
18.06,Verified,0.629668611,60,0,2
10.42,Not Verified,0.533372781,36,0,0
6.08,Not Verified,1.068625053,36,0,1
10.9,Not Verified,0.447724449,36,1,1
9.93,Not Verified,0.060381724,36,0,3
28.72,Verified,0.44972728,60,0,12
10.9,Source Verified,0.411373708,36,0,1
10.9,Not Verified,0.721002398,36,1,1
9.93,Not Verified,0.185569879,36,1,1
7.97,Verified,0.035153584,36,0,0
6.07,Source Verified,0.466956891,36,0,0
10.91,Not Verified,0.300156868,36,0,6
9.44,Verified,0.260711603,36,0,5
10.9,Source Verified,0.279102226,60,0,9
9.44,Verified,0.172336421,60,0,0
7.97,Source Verified,0.441573639,36,0,3
20,Verified,0.757935497,36,0,5
12.62,Not Verified,0.138609161,36,0,1
6.71,Not Verified,0.285925385,36,1,0
11.99,Source Verified,0.232543292,36,0,1
17.09,Verified,0.555300771,36,1,0
15.04,Source Verified,0.104230969,36,0,4
11.98,Source Verified,0.442685729,60,0,3
6.07,Source Verified,0.210382616,36,0,1
21.45,Verified,0.413251462,36,0,2
20,Verified,0.615184936,36,0,1
11.99,Source Verified,0.08319904,36,0,2
24.84,Verified,0.254471874,60,0,0
18.06,Source Verified,0.059750158,36,0,8
7.35,Source Verified,0.265286165,36,0,2
11.98,Source Verified,0.159895701,60,0,2
6.08,Not Verified,0.220989513,36,0,1
26.3,Source Verified,0.571435294,60,0,3
15.05,Verified,0.650340909,36,0,2
11.98,Verified,0.600659533,36,0,3
15.05,Verified,0.096034476,36,0,0
19.03,Verified,0.780671644,60,0,1
10.91,Source Verified,0.060036909,36,0,0
7.96,Source Verified,0.178779739,36,0,2
16.02,Not Verified,0.161819221,60,0,4
5.32,Source Verified,0.237309091,36,0,0
11.99,Source Verified,0.336891192,36,0,1
19.42,Source Verified,0.756870364,36,0,4
6.71,Not Verified,0.13516536,36,0,0
7.34,Source Verified,0.079691873,36,0,0
6.08,Source Verified,0.396003017,36,0,5
10.9,Verified,0.28,60,0,3
6.72,Source Verified,0.162592731,36,0,2
14.07,Verified,0.140022422,36,0,1
10.9,Source Verified,0.191771804,60,0,3
6.72,Source Verified,0.23745614,36,0,0
13.58,Verified,0.118524107,36,0,0
10.42,Source Verified,0.384317774,60,0,2
10.41,Source Verified,0.792125805,36,0,1
7.96,Not Verified,0.116755542,36,0,2
11.98,Source Verified,0.555277778,60,0,0
11.99,Source Verified,0.13411797,36,1,5
7.35,Not Verified,0.255691554,36,0,0
13.59,Not Verified,0.034536326,60,0,0
6.08,Not Verified,0.26938627,36,0,1
12.61,Source Verified,0.212641868,36,0,3
12.62,Verified,0.466659243,60,0,1
15.05,Not Verified,0.800520292,60,1,5
15.05,Source Verified,0.505120482,60,0,1
15.04,Not Verified,0.175233536,60,0,4
9.43,Source Verified,0.474508851,60,0,0
12.62,Source Verified,0.626971697,36,0,2
11.99,Verified,0.099520219,60,0,0
11.99,Source Verified,0.776513623,36,0,1
14.08,Not Verified,0.656556256,36,0,2
5.32,Source Verified,0.052807665,36,0,4
14.07,Source Verified,0.285321109,60,0,0
10.9,Source Verified,0.070623632,36,0,1
13.59,Source Verified,0.247378426,60,0,5
18.45,Source Verified,0.825098718,36,0,2
18.06,Verified,0.075478568,36,0,1
6.72,Source Verified,0.175509709,36,1,0
19.42,Verified,0.560777678,60,0,0
9.92,Verified,0.138201074,36,0,4
10.42,Source Verified,0.817208369,36,0,2
7.35,Source Verified,0.358337813,60,0,1
14.08,Source Verified,0.449095238,60,0,0
14.08,Not Verified,0.469387963,36,0,1
5.31,Source Verified,0.047707924,36,0,2
15.05,Verified,0.329858902,36,0,0
14.08,Not Verified,0.513168169,60,1,5
11.99,Source Verified,0.069668975,60,0,1
7.96,Source Verified,0.368232731,36,0,5
7.96,Source Verified,0.131149338,36,0,3
9.44,Not Verified,0.011906433,60,0,0
13.58,Verified,0.214185039,36,0,1
7.34,Not Verified,0.088700717,36,0,0
5.31,Not Verified,0.266300199,36,1,1
6.71,Source Verified,0.084010952,36,0,0
5.31,Verified,0.013481435,36,0,4
11.99,Source Verified,0.138477503,36,0,6
6.72,Not Verified,0.359917323,36,0,0
11.99,Not Verified,0.773428587,36,0,0
5.32,Not Verified,0.045218674,36,0,0
12.61,Verified,0.121940538,60,0,5
10.42,Not Verified,0.983042705,36,0,0
23.88,Verified,1.357300613,60,0,1
6.72,Not Verified,0.896513937,36,0,1
14.07,Not Verified,0.347982319,60,0,1
9.44,Source Verified,0.301353129,60,0,1
17.09,Not Verified,0.635943148,36,0,2
12.62,Not Verified,0.098350076,60,0,2
19.42,Source Verified,0.154023911,36,1,2
10.91,Source Verified,0.309315789,36,0,0
14.08,Not Verified,0.587210551,60,0,0
6.72,Source Verified,0.421688057,36,0,11
10.42,Not Verified,0.322196837,36,0,3
21.45,Verified,0.373643685,60,0,0
16.01,Not Verified,0.254352404,60,0,1
11.98,Source Verified,0.117872774,36,0,3
13.58,Verified,0.207300837,36,0,4
17.47,Source Verified,0.294996139,60,0,2
16.02,Source Verified,0.119007293,36,1,2
5.32,Verified,0.153098039,36,0,1
11.98,Source Verified,0.437407283,36,0,0
13.59,Source Verified,0.67621492,36,0,0
14.08,Source Verified,0.617345118,36,0,2
9.44,Not Verified,0.273547217,36,0,2
10.41,Not Verified,0.960519314,36,1,6
9.92,Not Verified,0.594632395,36,0,0
15.05,Not Verified,0.640839864,60,0,3
9.44,Source Verified,0.020150499,60,0,1
12.61,Not Verified,1.004082849,36,0,1
21.85,Not Verified,0.584644914,60,0,8
30.17,Not Verified,0.415234687,60,0,0
19.42,Not Verified,0.624116864,36,0,7
10.42,Source Verified,0.758157555,36,0,0
14.08,Source Verified,0.702126121,60,1,3
11.99,Verified,0.527913739,60,0,2
6.08,Source Verified,0.128423295,36,0,4
13.58,Not Verified,0.256790123,36,0,2
10.42,Verified,0.632663962,60,0,1
9.93,Not Verified,0.367379136,60,1,2
10.9,Source Verified,0.832259528,36,0,1
14.08,Verified,0.569414982,36,0,5
6.07,Verified,0.285875332,36,0,0
10.91,Source Verified,0.724370079,36,0,0
9.44,Source Verified,0.157148397,36,0,0
26.3,Verified,0.810814976,60,0,5
6.07,Not Verified,0.068592221,36,0,2
11.99,Source Verified,0.369513514,36,0,2
9.43,Not Verified,0.231948666,36,0,3
21.45,Verified,0.221141321,60,0,1
14.08,Not Verified,0.465909529,36,0,0
9.44,Not Verified,0.703480293,36,1,1
17.09,Source Verified,0.82576378,36,0,0
21.85,Verified,0.236864005,60,0,3
17.09,Verified,0.037943275,36,0,2
14.08,Source Verified,0.480596895,36,0,3
13.58,Source Verified,0.682377394,36,1,3
5.32,Not Verified,0.073695542,36,0,0
12.62,Source Verified,0.085720809,36,0,8
9.44,Source Verified,0.139060249,36,1,6
14.07,Verified,0.901994671,60,1,6
10.9,Source Verified,0.348424086,36,0,1
14.08,Verified,0.181205523,36,0,5
7.97,Not Verified,0.290669721,36,0,1
14.07,Source Verified,0.560149898,60,0,0
13.58,Not Verified,0.158469565,60,0,1
6.72,Not Verified,0.558817563,36,0,1
16.02,Source Verified,0.482173175,60,1,4
6.07,Source Verified,0.098361211,36,0,3
6.72,Source Verified,0.550916379,36,1,0
5.32,Not Verified,0.282906218,36,0,0
7.96,Source Verified,0.606561998,36,1,1
20.39,Source Verified,0.745016629,36,0,2
9.93,Not Verified,0.059613929,36,0,3
18.06,Source Verified,0.323841867,60,1,2
23.88,Verified,0.801686708,36,0,3
20.39,Source Verified,0.979137931,36,0,1
12.61,Source Verified,0.572005734,36,0,10
14.08,Source Verified,0.57038835,36,0,0
10.41,Verified,0.095677822,36,0,1
19.03,Not Verified,0.821279879,36,0,2
6.08,Not Verified,0.238230099,36,0,0
10.91,Source Verified,0.712402886,36,0,0
7.35,Source Verified,0.071294284,36,0,1
6.71,Not Verified,0.304933288,36,0,3
10.91,Source Verified,0.819050648,36,0,1
15.04,Source Verified,0.448143747,36,0,1
12.61,Verified,0.345675661,36,0,2
7.35,Not Verified,0.543741219,36,0,13
11.98,Source Verified,0.783619421,36,0,1
14.07,Verified,0.530819146,36,1,0
5.31,Not Verified,0.3993509,36,0,1
12.61,Verified,0.231172047,36,0,6
20,Verified,0.143641261,36,0,1
10.9,Not Verified,0.080182927,36,0,1
25.82,Source Verified,0.656180462,60,0,2
9.44,Not Verified,0.212234148,60,0,1
6.08,Not Verified,0.077425926,36,0,1
7.96,Not Verified,0.057922557,36,0,4
17.09,Verified,0.230369638,36,0,0
10.41,Source Verified,0.591263766,36,0,5
10.9,Source Verified,0.531377858,36,0,2
17.09,Source Verified,0.05999951,60,0,1
11.98,Source Verified,0.812184966,36,0,0
13.59,Verified,0.564763094,60,0,0
12.62,Source Verified,0.525828571,36,0,0
18.06,Verified,0.520585586,36,1,1
6.71,Not Verified,0.331341697,36,0,1
17.09,Source Verified,1.021999912,36,0,0
16.01,Verified,0.168328403,60,0,1
10.42,Verified,0.415226481,36,1,1
18.06,Source Verified,0.530870147,36,0,0
7.35,Source Verified,0.41917149,36,0,0
12.62,Not Verified,0.726596478,36,1,1
9.44,Not Verified,0.043307722,60,0,0
21.85,Not Verified,0.151634166,60,0,3
11.99,Source Verified,0.144186352,36,0,2
7.97,Not Verified,0.628975051,36,0,0
16.01,Not Verified,0.178012995,36,0,2
9.44,Verified,0.739644443,36,0,6
9.44,Verified,0.380813868,36,0,4
20.39,Verified,0.864477497,36,NA,21
10.9,Not Verified,0.109660223,60,1,1
13.58,Source Verified,0.682923077,36,0,0
18.06,Verified,0.196738882,36,0,3
11.98,Verified,0.124304887,60,0,1
5.31,Not Verified,0.362730533,36,0,0
7.97,Verified,0.186257654,36,0,2
19.03,Verified,0.801381023,36,0,1
6.07,Not Verified,0.269868421,36,0,0
14.08,Not Verified,0.448816936,36,0,2
10.91,Source Verified,0.058509356,36,0,4
6.71,Verified,0.091152689,36,0,3
10.9,Verified,0.955456053,36,0,0
19.42,Not Verified,0.734717269,36,1,3
25.81,Source Verified,0.35617026,60,0,5
13.59,Not Verified,0.756349391,36,0,3
5.31,Source Verified,0.241236508,36,0,0
12.62,Source Verified,0.026815835,36,0,3
12.61,Source Verified,0.122155022,36,0,3
10.42,Source Verified,0.368045307,36,0,0
10.91,Not Verified,0.265062762,36,0,1
21.45,Verified,0.247653159,36,0,6
11.98,Not Verified,0.251284162,60,0,2
9.93,Source Verified,0.838818446,36,0,5
25.82,Verified,0.125003458,36,0,2
10.42,Not Verified,0.230616822,36,0,0
19.03,Verified,0.352492241,60,0,4
12.61,Verified,0.394275293,36,1,3
21.45,Source Verified,0.427345252,60,0,3
25.82,Verified,0.558782267,60,0,0
6.71,Source Verified,0.334144526,36,0,0
16.01,Verified,0.091243243,36,0,1
21.45,Source Verified,0.737645201,36,0,0
5.32,Not Verified,0.321684113,36,0,1
6.72,Source Verified,0.196771733,36,0,0
12.62,Not Verified,0.331111111,60,0,0
9.93,Not Verified,0.51972351,36,0,1
10.42,Source Verified,0,36,0,0
12.62,Source Verified,0.504486301,36,0,1
17.09,Verified,0.107287558,36,0,1
28.72,Source Verified,0.876156176,60,0,1
6.08,Not Verified,0.127927425,36,0,0
10.42,Source Verified,0.258743717,36,1,5
16.01,Verified,0.188849888,36,0,1
7.97,Source Verified,0.677936343,36,0,2
11.99,Not Verified,0.826829689,36,0,2
15.05,Not Verified,0.448720329,60,0,3
21.85,Source Verified,0.683709512,60,0,2
10.9,Source Verified,0.461132895,36,0,8
5.31,Source Verified,0.042662161,36,0,4
10.42,Source Verified,0.342511628,36,0,0
6.07,Source Verified,0.076529014,36,0,1
7.35,Not Verified,0.300477528,36,0,0
6.71,Not Verified,0.23330048,36,0,1
7.97,Source Verified,0.736529942,36,0,5
10.42,Source Verified,0.70959209,36,0,5
11.99,Verified,0.240524445,60,0,1
15.05,Verified,0.193542285,60,0,3
28.72,Verified,0.711591599,60,0,0
6.72,Verified,0.175015535,36,0,2
26.77,Not Verified,0.060106569,36,0,7
6.08,Source Verified,0.108988784,36,0,1
16.01,Not Verified,0.753060255,36,0,1
19.03,Verified,0.54661204,60,0,2
9.44,Source Verified,0.618514774,36,1,1
9.44,Verified,0.341345889,36,0,1
5.31,Source Verified,0.162175568,36,0,3
9.43,Source Verified,0.200847546,36,0,1
9.43,Not Verified,0.256216407,36,0,1
25.82,Verified,0.177197809,36,0,3
11.98,Source Verified,0.129536233,60,0,1
7.97,Source Verified,0.462008734,36,0,0
13.58,Verified,0.682494539,60,0,5
9.92,Not Verified,0.147224212,36,0,3
16.02,Source Verified,0.542740385,36,0,0
6.72,Not Verified,0.195614198,36,0,2
5.32,Verified,0.008626092,36,0,1
7.35,Not Verified,0.122222001,36,0,0
11.99,Not Verified,0.163389901,60,0,6
11.98,Source Verified,0.329476732,60,0,2
10.91,Not Verified,0.694780126,36,1,3
9.43,Verified,0.305145637,36,0,3
6.07,Not Verified,0.323855095,36,0,1
19.42,Source Verified,0.515934514,60,0,1
5.32,Verified,0.139000181,36,0,1
14.08,Not Verified,0.263231854,60,0,2
6.07,Source Verified,0.171664182,36,0,0
15.05,Verified,0.824587344,36,0,0
11.98,Not Verified,0.138897469,60,0,4
24.84,Source Verified,0.955182889,60,0,3
14.07,Not Verified,0.437831325,36,1,2
12.62,Verified,0.677677824,36,0,1
10.9,Not Verified,0.546501767,36,0,1
17.09,Not Verified,0.584778438,60,0,2
14.08,Verified,0.327018362,60,0,10
18.06,Source Verified,0.786299821,36,1,3
10.41,Verified,0.262018031,36,0,0
12.62,Not Verified,0.202676589,60,0,4
10.41,Not Verified,0.096792537,36,0,1
9.44,Source Verified,0.220497429,36,0,1
10.42,Verified,0.346175299,36,0,1
10.91,Verified,0.324332743,36,0,1
13.59,Source Verified,0.731542433,36,0,0
12.62,Source Verified,0.676664239,60,0,5
6.08,Source Verified,0.395157153,36,0,2
9.44,Source Verified,0.545,36,0,0
14.07,Source Verified,0.981176471,36,0,0
11.99,Verified,1.223552679,36,0,2
13.59,Verified,0.366668117,60,0,2
9.44,Verified,0.45183727,36,0,0
7.96,Not Verified,0.422915767,36,0,1
6.72,Not Verified,0.529552955,36,0,1
12.62,Source Verified,0.084828521,60,0,0
10.9,Verified,0.616985129,36,1,2
7.34,Source Verified,0.379378472,36,0,0
18.06,Not Verified,0.078677672,60,0,3
21.45,Source Verified,0.052294898,36,0,1
6.71,Source Verified,0.063517203,36,0,4
9.93,Not Verified,0.449703273,36,0,2
7.34,Verified,0.122166525,36,0,4
11.99,Source Verified,NA,36,0,0
9.43,Verified,0.825949903,36,0,0
10.91,Verified,1.050952476,36,0,1
9.92,Not Verified,0.415130779,36,1,13
10.41,Source Verified,0.167556385,36,0,6
7.34,Source Verified,0.15437884,36,0,2
11.99,Source Verified,0.684883721,36,1,0
9.93,Not Verified,0.899761666,36,0,0
9.93,Not Verified,0.621559633,36,0,0
17.09,Source Verified,1.098668253,36,0,1
6.72,Source Verified,0.097200448,36,0,1
6.72,Source Verified,0.054770318,36,0,2
13.58,Source Verified,0.07937397,60,1,5
6.72,Not Verified,0.084585477,36,0,1
11.98,Source Verified,0.173654148,36,0,0
6.08,Verified,0.027831687,36,0,1
19.03,Source Verified,0.695386743,60,0,4
24.85,Not Verified,0.262431389,60,0,0
14.08,Not Verified,0.174999261,36,1,4
20.39,Verified,0.656997099,36,0,1
10.42,Source Verified,0.492917706,36,0,1
10.41,Source Verified,0.131402117,36,0,5
7.96,Source Verified,0.170003072,36,0,4
19.03,Verified,0.276299714,60,0,1
19.42,Verified,0.143726628,60,0,2
9.93,Source Verified,0.11765065,36,0,2
13.58,Not Verified,0.538232662,36,0,0
10.9,Source Verified,0.352760417,36,0,0
7.96,Verified,0.521552212,36,0,1
10.42,Source Verified,0.288501414,60,0,3
20,Verified,0.767856723,36,1,3
19.03,Source Verified,0.666273503,60,1,0
14.07,Source Verified,0.67951338,36,1,2
6.08,Source Verified,0.161960494,36,0,0
7.97,Source Verified,0.072509524,36,1,2
23.88,Verified,0.417482214,60,0,1
10.42,Source Verified,0.278372452,36,0,0
7.35,Not Verified,0.059863864,36,1,5
14.08,Not Verified,0.089501178,36,1,0
7.35,Not Verified,0.9231658,36,0,2
7.35,Not Verified,0.228171381,36,0,2
13.58,Not Verified,0.284530571,36,1,0
16.02,Source Verified,0.633412386,36,1,2
25.81,Verified,0.478355114,60,0,3
15.04,Source Verified,0.876490196,36,0,1
10.42,Source Verified,0.08573703,60,0,3
13.59,Not Verified,0.193562928,36,0,5
14.08,Not Verified,0.655656612,36,0,0
6.72,Not Verified,0.106487988,36,0,0
20,Not Verified,0.199845293,36,0,1
9.93,Not Verified,0.509185872,60,0,0
7.35,Source Verified,0.069349942,60,0,4
10.42,Source Verified,0.248004146,36,0,0
11.99,Verified,0.368735786,36,0,10
9.93,Not Verified,0.186881102,36,0,0
11.99,Source Verified,0.772664328,36,0,0
10.91,Source Verified,0.704943174,36,0,1
7.97,Not Verified,0.546175047,36,1,1
10.9,Source Verified,0.771783675,60,0,0
6.08,Not Verified,0.039706645,36,0,0
19.42,Not Verified,0.829122807,36,0,1
13.59,Verified,0.273768997,36,0,3
17.09,Source Verified,0.45821727,36,0,11
14.07,Verified,0.60303263,36,0,1
20,Source Verified,0.288551444,36,0,2
19.03,Verified,1.215302491,36,0,1
9.92,Source Verified,0.110300041,36,0,1
6.07,Source Verified,0.153181273,36,0,0
18.45,Verified,0.133840041,36,0,1
7.35,Not Verified,0.447364904,36,0,1
7.96,Not Verified,0.440712611,36,0,0
14.08,Not Verified,0.542636811,60,0,2
6.08,Not Verified,0.055844913,36,0,1
10.42,Verified,0.233617388,36,0,0
