"","rspdnum","Sample","version_weather_v1","version_CDR","demog_age_year","AgeRecode","demog_state","Region","weather_pastsummer_v1","gw_belief","believer_confidence","believer_cause","believer_cause_followup","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","govt_fed","govt_state","govt_local","state_cleancoal","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","natgas_mystate","govt_nofedaction","state_impactsfelt","state_rps_neighbr","cdr_knowledge_info","cdr_knowledge","cdr_support","gw_threat","coalfpp_support_phaseout_v2","subsidy_support","carbontax_support_v3","state_gastax_v2","state_ee_v2","gw_geoengr","gw_adapt","fed_moralobligation","intl_economicimpact","worldviews_freetrade","worldviews_immigration","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_polparty","demog_polviews","worldviews_trump","demog_income","demog_gender","Date","Weight"
"702",702,"C","A","C",9999,3,"OR",4,5,1,1,2,NA,2,2,"SUN HAS BEEN GETTING HOTTER",10,2,4,4,4,4,NA,NA,NA,3,3,3,4,4,4,4,4,4,4,4,4,4,999,999,999,4,5,5,5,5,5,2,1,4,1,1,2,1,10,6,NA,4,4,3,1,6,1,"11/9/2017 6:23:57",0.105
"703",703,"C","B","C",9999,3,"CA",4,2,1,1,3,1,1,1,"SCIENTIFIC RESEARCH THAT SHES READ",4,2,1,1,1,1,NA,NA,NA,1,1,1,2,4,3,2,2,2,2,3,2,2,999,999,999,5,1,2,2,2,5,2,4,1,4,1,4,3,1,2,NA,4,1,3,4,5,2,"11/9/2017 6:28:39",0.695
"704",704,"C","B","C",9999,2,"MI",3,4,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,98,1,1,98,1,98,1,4,98,999,999,999,3,5,1,1,5,1,98,4,1,4,1,4,3,1,1,1,5,4,3,3,6,2,"11/9/2017 6:34:16",1.04
"705",705,"C","A","C",9999,3,"CA",4,4,1,1,3,2,98,2,NA,1,1,2,2,2,2,NA,NA,NA,2,2,2,4,98,2,2,2,2,2,2,1,98,999,999,999,3,1,1,5,5,1,98,2,3,4,1,2,3,10,6,NA,3,4,1,3,NA,1,"11/9/2017 6:36:47",0.505
"706",706,"C","B","C",9999,1,"MO",3,3,1,2,1,NA,2,98,"FACTORIES",8,2,3,2,1,1,NA,NA,NA,2,1,1,2,1,3,2,1,1,2,1,2,3,999,999,999,3,5,1,4,4,1,2,4,4,2,2,3,4,1,6,NA,2,NA,2,2,2,1,"11/9/2017 6:41:56",1.61
"707",707,"C","A","D",9999,3,"ID",4,2,1,2,1,NA,2,1,"GLACERS MELTING",1,1,1,2,4,2,NA,NA,NA,2,2,2,2,2,3,2,2,2,2,3,2,2,999,999,999,3,1,4,1,3,3,2,3,3,3,2,3,1,1,NA,NA,4,NA,NA,NA,NA,1,"11/9/2017 7:04:29",0.355
"708",708,"C","B","D",9999,3,"CA",4,2,1,2,1,NA,2,98,"ITS JUST WARMER",2,2,2,2,1,2,NA,NA,NA,3,3,3,2,98,2,3,98,2,2,98,2,2,999,999,999,1,2,2,4,3,2,3,3,3,3,98,98,1,9,98,NA,3,1,3,4,3,1,"11/9/2017 7:06:34",2.325
"709",709,"C","A","D",9999,1,"ND",3,1,1,1,2,NA,1,1,"FOSSIL FUELS AND THEIR ODORS",8,1,1,2,4,2,NA,NA,NA,1,2,2,1,1,1,2,4,1,1,4,2,1,999,999,999,3,1,1,1,5,1,1,4,1,4,1,4,5,1,1,2,2,4,3,4,2,1,"11/9/2017 7:14:37",1.61
"710",710,"C","B","D",9999,3,"MI",3,3,1,2,2,NA,1,1,"THE  WEATHER HAS CHANGED",3,1,1,2,1,2,NA,NA,NA,1,1,1,2,2,3,98,2,2,2,2,2,2,999,999,999,4,98,98,98,98,98,3,4,4,4,4,4,1,NA,2,NA,4,NA,3,NA,NA,2,"11/9/2017 7:16:39",0.795
"711",711,"C","A","D",9999,3,"AK",4,5,1,1,3,2,1,1,"OBSERVATIONS",2,1,1,98,1,2,NA,NA,NA,1,2,2,2,1,2,1,98,1,1,1,1,1,999,999,999,4,1,5,1,5,1,2,2,1,3,1,NA,3,1,6,NA,4,4,3,NA,NA,1,"11/9/2017 7:17:34",0.355
"712",712,"C","B","D",9999,3,"CA",4,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,2,98,98,98,4,4,4,4,4,4,4,4,4,4,999,999,999,1,5,5,5,5,5,4,1,4,98,4,2,1,1,1,2,5,4,3,1,5,1,"11/9/2017 7:25:57",0.355
"713",713,"C","A","D",9999,4,"CA",4,1,1,1,1,NA,2,1,"STUDIES",4,2,2,2,2,2,NA,NA,NA,2,2,2,1,2,4,1,1,2,1,4,4,1,999,999,999,3,5,1,5,5,2,1,4,2,1,3,1,1,1,2,NA,4,2,1,1,6,1,"11/9/2017 7:30:15",0.18
"714",714,"C","B","D",9999,2,"WI",3,2,1,1,3,1,2,1,"INTERESTED IN THE WEATHER, PAYING CLOSE ATTENTION TO SCIENTIFIC STUDIES",3,1,2,2,2,2,NA,NA,NA,1,2,2,2,3,3,3,3,2,1,2,1,3,999,999,999,3,2,2,2,4,4,3,3,2,2,2,4,5,1,1,2,3,1,4,3,6,1,"11/9/2017 7:30:37",0.93
"715",715,"C","A","D",9999,4,"FL",2,2,1,2,3,3,2,2,"NEWS REPORTS",6,2,3,3,4,3,NA,NA,NA,2,2,2,2,2,2,4,2,2,1,3,2,2,999,999,999,3,4,3,5,5,2,2,2,1,2,2,98,98,1,1,1,4,4,2,NA,NA,1,"11/9/2017 7:36:11",0.35
"716",716,"C","B","D",9999,2,"CA",4,2,1,1,3,1,1,1,"MY OWN RESEARCH",10,4,3,1,1,1,NA,NA,NA,1,2,2,1,2,4,4,1,1,1,1,2,1,999,999,999,4,98,1,1,5,1,3,4,1,4,1,4,4,2,6,NA,4,4,5,3,NA,1,"11/9/2017 7:42:02",1.09
"717",717,"C","A","D",9999,4,"MO",3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,3,2,4,4,98,4,1,1,4,4,4,999,999,999,1,4,1,5,5,1,98,4,98,1,4,1,2,1,1,2,4,NA,NA,1,6,2,"11/9/2017 7:45:57",0.52
"718",718,"C","B","D",9999,4,"NE",3,2,1,1,1,NA,1,1,"INTENSITY OF WEATHER PATTERNS, RISING SEA LEVELS",3,1,2,1,2,1,NA,NA,NA,1,1,1,1,2,2,3,2,2,1,1,1,4,999,999,999,5,1,1,1,2,2,98,4,1,2,1,4,4,1,2,NA,5,4,3,4,6,1,"11/9/2017 7:52:59",0.18
"719",719,"C","B","D",9999,2,"IL",3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,2,1,1,4,1,1,3,2,2,3,999,999,999,3,1,1,1,2,2,2,3,1,3,2,4,5,1,2,NA,3,1,3,4,4,1,"11/9/2017 7:55:14",1.03
"720",720,"C","A","D",9999,1,"NV",4,5,1,1,1,NA,1,1,NA,3,2,2,1,2,2,NA,NA,NA,1,1,1,3,2,2,1,98,1,98,2,1,1,999,999,999,4,98,1,1,1,1,98,4,1,4,1,NA,NA,1,6,NA,5,1,4,4,6,2,"11/9/2017 7:58:15",1.03
"721",721,"C","B","D",9999,3,"NY",1,3,1,1,2,NA,2,1,"ITS GETTING HOTTER EVERY YEAR LONGER INTO THE YEAR",2,4,1,1,4,1,NA,NA,NA,1,2,2,1,2,4,1,1,1,1,4,98,1,999,999,999,3,5,1,5,5,1,4,1,98,98,4,1,5,1,1,1,4,2,1,1,5,1,"11/9/2017 8:03:35",0.355
"722",722,"C","A","D",9999,1,"NY",1,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,98,3,98,2,2,2,3,98,999,999,999,4,3,2,3,98,2,3,3,2,3,98,98,98,1,2,NA,5,4,98,3,98,1,"11/9/2017 8:07:56",0.86
"723",723,"C","B","D",9999,2,"CO",4,1,1,2,3,1,1,1,"SEA LEVEL RISING FROM ICE CAPS MELTING",11,1,2,1,2,1,NA,NA,NA,1,1,1,2,1,1,2,3,1,98,2,2,2,999,999,999,5,1,1,1,1,1,2,4,1,98,2,4,3,1,3,NA,5,1,5,4,3,2,"11/9/2017 8:14:04",1.34
"724",724,"C","A","D",9999,1,"CA",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,2,2,2,4,4,1,4,4,98,2,98,98,999,999,999,1,5,5,5,5,1,2,4,98,1,98,4,1,10,6,NA,5,4,3,4,NA,1,"11/9/2017 8:19:05",0.78
"725",725,"C","B","D",9999,3,"NJ",1,4,1,1,1,NA,1,1,"INTERNATIONAL AFFAIRS BURNING UP",10,1,2,2,3,2,NA,NA,NA,1,2,2,1,1,2,1,1,2,1,4,4,1,999,999,999,3,5,1,5,5,1,1,4,2,3,2,4,3,1,3,NA,5,2,1,3,6,1,"11/9/2017 8:22:25",0.185
"726",726,"C","A","D",9999,4,"UT",4,1,1,2,2,NA,2,98,"THE TEMPS ARE JUST GETTING WARMER",2,1,1,98,2,1,NA,NA,NA,1,1,1,2,1,98,1,1,2,1,1,1,3,999,999,999,4,1,98,4,4,2,98,3,1,2,4,1,6,1,6,NA,5,4,2,2,6,2,"11/9/2017 8:33:45",0.52
"727",727,"C","B","D",9999,2,"CA",4,5,1,1,1,NA,1,1,NA,8,1,2,1,3,1,NA,NA,NA,1,1,1,98,4,4,1,3,1,4,3,3,1,999,999,999,4,1,1,5,5,1,98,4,3,2,2,2,3,10,5,NA,4,4,3,4,6,2,"11/9/2017 8:38:41",0.96
"728",728,"C","A","D",9999,1,"CA",4,2,1,1,1,NA,1,1,NA,9,1,1,98,3,1,NA,NA,NA,2,2,2,1,1,4,98,1,1,1,1,1,4,999,999,999,4,5,1,1,1,1,1,4,1,4,1,4,4,9,NA,NA,4,1,4,3,4,2,"11/9/2017 8:40:21",2.74
"729",729,"C","B","D",9999,3,"AL",2,5,1,4,98,NA,4,2,"NOT SURE",10,4,4,2,4,4,NA,NA,NA,2,2,3,98,4,4,4,4,3,3,98,4,1,999,999,999,3,5,1,5,5,5,98,2,1,98,1,1,4,1,1,1,3,2,1,1,NA,2,"11/9/2017 8:40:26",0.925
"730",730,"C","A","D",9999,1,"OR",4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,3,3,3,98,4,4,4,4,4,4,4,4,4,999,999,999,1,5,5,5,5,5,4,1,4,1,2,2,1,1,1,2,3,2,1,2,NA,2,"11/9/2017 8:50:56",1.43
"731",731,"C","B","D",9999,1,"TX",2,5,1,1,3,3,2,98,NA,13,2,3,2,1,1,NA,NA,NA,2,2,1,1,1,4,98,98,1,1,1,98,1,999,999,999,4,98,1,5,5,1,1,4,1,4,1,98,98,1,7,NA,5,4,3,4,NA,1,"11/9/2017 9:10:22",0.86
"732",732,"C","A","D",9999,3,"NY",1,2,1,1,1,NA,1,1,NA,4,1,2,2,2,1,NA,NA,NA,1,1,1,2,1,1,1,1,1,1,1,1,4,999,999,999,5,1,1,1,1,1,98,4,2,4,1,4,6,1,2,NA,5,4,3,4,6,1,"11/12/2017 5:12:41",0.185
"733",733,"C","A","D",9999,3,"MD",2,2,1,1,1,NA,1,1,NA,4,1,2,1,2,1,NA,NA,NA,1,1,1,4,1,1,4,2,1,2,2,2,4,999,999,999,5,1,1,1,1,1,2,4,1,4,3,4,6,1,6,NA,5,1,5,4,6,1,"11/12/2017 5:16:36",0.185
"734",734,"C","A","D",9999,2,"VA",2,5,1,3,2,NA,3,2,NA,1,2,3,2,3,3,NA,NA,NA,2,2,2,1,3,4,2,2,2,3,2,4,3,999,999,999,2,5,1,5,5,2,4,4,98,1,1,2,4,1,1,1,5,2,2,2,6,1,"11/12/2017 6:10:04",0.7
"735",735,"C","B","D",9999,3,"TX",2,5,1,1,2,NA,2,1,NA,3,1,1,1,1,1,NA,NA,NA,1,2,2,2,2,1,2,2,1,3,1,1,2,999,999,999,5,2,1,5,4,2,1,4,98,98,2,4,2,2,1,2,2,1,5,4,NA,2,"11/12/2017 6:19:13",1.525
"736",736,"C","A","D",9999,4,"NE",3,3,1,3,98,NA,2,1,NA,4,1,2,1,2,1,NA,NA,NA,1,1,1,2,2,3,98,98,2,98,3,98,98,999,999,999,3,4,2,2,4,2,98,3,3,3,2,3,1,1,2,NA,2,2,1,3,2,2,"11/12/2017 6:21:59",1.44
"737",737,"C","B","D",9999,4,"WI",3,3,1,1,1,NA,1,1,NA,4,1,2,1,2,2,NA,NA,NA,1,1,1,4,4,1,4,2,1,1,3,2,2,999,999,999,4,1,1,2,2,1,2,4,1,4,2,4,3,1,1,2,5,1,5,4,4,1,"11/12/2017 6:25:22",0.28
"738",738,"C","A","D",9999,3,"NV",4,1,1,1,1,NA,1,1,NA,4,2,2,98,1,1,NA,NA,NA,1,1,3,1,1,2,4,98,1,1,1,1,98,999,999,999,5,2,1,1,5,1,1,4,1,4,1,4,2,1,NA,NA,2,4,2,4,NA,1,"11/12/2017 6:27:00",0.965
"739",739,"C","B","D",9999,2,"AZ",4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"DATA",5,3,3,3,4,4,4,1,1,4,1,4,4,1,999,999,999,2,5,5,5,5,5,1,98,4,1,98,98,4,1,1,1,5,4,2,2,6,1,"11/12/2017 6:39:12",0.7
"740",740,"C","A","D",9999,3,"OR",4,5,1,1,1,NA,1,1,"SCIENCE",4,1,2,2,4,2,NA,NA,NA,1,1,2,3,98,98,1,1,1,1,2,1,4,999,999,999,4,1,1,3,3,3,98,4,1,4,2,4,4,1,6,NA,4,3,3,3,5,1,"11/12/2017 6:41:40",0.355
"741",741,"C","A","D",9999,3,"TX",2,5,1,2,1,NA,1,1,NA,8,2,3,2,1,2,NA,NA,NA,2,3,2,1,1,2,1,1,1,1,1,1,2,999,999,999,5,1,1,98,5,1,2,4,1,1,1,1,2,1,6,NA,1,1,1,2,1,2,"11/12/2017 6:54:39",1.005
"742",742,"C","A","D",9999,4,"CA",4,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,98,4,4,1,4,4,1,4,4,1,999,999,999,4,1,1,1,2,2,98,1,1,1,1,1,1,1,1,2,5,2,5,2,NA,1,"11/12/2017 7:05:59",0.35
"743",743,"C","B","D",9999,2,"OH",3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,1,2,3,1,1,4,4,1,1,98,1,98,1,999,999,999,3,5,1,1,5,2,1,4,2,4,2,4,2,1,2,NA,4,1,3,2,5,2,"11/12/2017 7:32:53",1.21
"744",744,"C","A","D",9999,2,"MI",3,1,1,1,1,NA,1,1,"NOT SURE",10,1,1,1,1,2,NA,NA,NA,3,3,3,1,1,1,1,1,1,1,1,2,1,999,999,999,4,5,1,4,5,1,1,4,1,4,4,1,3,1,6,NA,3,4,4,3,NA,2,"11/12/2017 7:34:19",1.44
"745",745,"C","B","D",9999,3,"MN",3,2,1,1,2,NA,1,1,NA,3,2,2,1,3,3,NA,NA,NA,1,1,2,1,2,98,2,2,2,2,2,2,3,999,999,999,4,2,1,4,5,2,98,2,1,4,2,4,4,10,NA,NA,4,1,4,4,2,1,"11/12/2017 7:38:44",0.415
"746",746,"C","B","C",9999,4,"NV",4,1,1,1,1,NA,1,1,"SCIENTIFIC DATA",4,2,1,2,4,2,NA,NA,NA,1,1,2,1,1,2,4,1,1,98,1,2,3,999,999,999,5,5,1,2,5,1,2,4,1,4,1,4,6,1,6,NA,5,1,4,4,6,2,"11/12/2017 8:00:28",0.52
"747",747,"C","B","C",9999,3,"CO",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,2,1,3,1,3,2,1,2,2,4,999,999,999,2,3,2,4,5,1,1,4,2,98,2,4,1,9,4,NA,3,4,3,4,2,1,"11/12/2017 8:02:39",2.335
"748",748,"C","B","D",9999,NA,"MO",3,5,1,1,1,NA,1,1,NA,4,1,1,1,1,1,NA,NA,NA,1,1,1,4,1,1,4,4,1,4,1,1,1,999,999,999,5,1,1,1,1,1,4,4,1,4,3,4,5,1,6,NA,3,4,2,4,4,1,"11/12/2017 8:03:10",0.71
"749",749,"C","A","C",9999,3,"SC",2,4,1,1,2,NA,3,2,"HOTTER",2,4,4,2,3,3,NA,NA,NA,3,3,3,4,4,4,98,98,98,1,4,4,98,999,999,999,1,5,98,5,5,5,98,1,4,98,1,98,1,1,1,1,4,2,1,2,5,2,"11/12/2017 8:09:04",0.695
"750",750,"C","B","C",9999,1,"CA",4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,1,1,1,1,4,98,1,1,98,4,1,98,999,999,999,4,98,1,4,2,2,98,4,3,2,1,4,1,9,NA,NA,4,4,4,4,NA,2,"11/12/2017 8:18:02",2.8
"751",751,"C","B","C",9999,4,"TX",2,4,1,1,3,2,1,1,NA,1,1,3,2,1,1,NA,NA,NA,1,1,1,1,1,3,4,98,1,4,3,2,3,999,999,999,4,1,1,5,5,1,3,4,1,2,1,4,2,2,1,1,3,1,4,4,2,1,"11/12/2017 8:19:17",0.94
"752",752,"C","A","C",9999,1,"OH",3,1,1,2,1,NA,1,1,"STUDIES",4,1,1,1,2,1,NA,NA,NA,1,2,2,98,1,1,98,2,1,2,1,2,98,999,999,999,4,2,1,5,5,1,1,4,1,4,1,4,3,1,6,NA,5,4,4,4,1,1,"11/12/2017 8:19:57",1.01
"753",753,"C","A","C",9999,3,"MN",3,4,1,2,3,3,2,1,"NEWS",6,2,4,3,4,4,NA,NA,NA,1,2,2,98,98,4,4,98,1,98,4,98,98,999,999,999,3,98,1,98,98,1,2,98,1,98,2,98,98,1,7,NA,4,98,3,3,4,1,"11/12/2017 8:21:16",0.285
"754",754,"C","B","C",9999,4,"IL",3,3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,2,98,2,2,4,4,2,2,98,98,4,98,999,999,999,3,5,2,5,5,4,4,98,3,3,3,1,1,1,1,1,3,4,2,1,1,1,"11/12/2017 8:36:04",0.73
"755",755,"C","A","C",9999,NA,"TX",2,5,1,1,2,NA,1,2,"NATURAL PATTERNS",9,2,3,2,2,2,NA,NA,NA,2,2,2,1,1,1,2,1,1,1,4,2,1,999,999,999,3,1,1,1,1,1,1,4,1,3,2,4,3,1,6,NA,4,4,3,3,1,1,"11/12/2017 8:37:45",0.7
"756",756,"C","B","C",9999,NA,"WY",4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,2,2,4,3,2,4,1,2,4,1,999,999,999,1,5,2,5,5,2,98,1,2,1,4,1,1,1,1,2,3,NA,1,1,NA,2,"11/12/2017 8:51:11",1.12
"757",757,"C","A","C",9999,2,"CA",4,3,1,2,98,NA,1,1,NA,8,98,98,1,3,1,NA,NA,NA,1,1,1,2,2,2,2,98,1,98,2,2,2,999,999,999,4,1,1,2,4,1,2,2,2,2,2,4,1,9,1,2,1,NA,NA,2,98,1,"11/12/2017 8:55:45",2.63
"758",758,"C","B","C",9999,2,"MI",3,5,1,2,1,NA,1,98,"WEATHER CHANGES",3,1,1,1,1,98,NA,NA,NA,2,2,2,1,1,3,2,2,1,98,3,2,98,999,999,999,3,4,1,2,2,1,98,4,1,98,98,3,5,10,2,NA,4,2,2,2,5,2,"11/13/2017 4:19:30",1.31
"759",759,"C","A","C",9999,2,"KY",2,2,1,1,3,1,1,1,"HOTTER",2,1,1,1,2,1,NA,NA,NA,1,1,1,1,1,98,98,98,1,98,98,1,1,999,999,999,3,1,1,3,98,98,98,98,1,4,1,4,2,1,6,NA,4,1,4,4,4,1,"11/13/2017 4:21:21",0.8
"760",760,"C","B","C",9999,NA,"WA",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,3,3,3,1,4,4,2,4,98,1,4,3,98,999,999,999,2,5,2,5,5,5,4,1,4,2,3,2,1,1,1,2,2,4,1,1,2,1,"11/13/2017 4:30:42",1.3
"761",761,"C","A","C",9999,1,"IA",3,5,1,1,3,1,2,2,NA,4,1,1,98,2,4,NA,NA,NA,2,3,3,4,1,2,1,2,1,3,1,1,3,999,999,999,2,2,2,1,5,3,1,4,3,4,1,4,1,1,7,NA,4,2,3,3,NA,1,"11/13/2017 4:36:16",0.86
"762",762,"C","B","C",9999,3,"OR",4,98,1,2,1,NA,1,1,NA,2,1,1,1,2,1,NA,NA,NA,1,1,1,4,1,3,2,2,1,3,1,1,2,999,999,999,4,1,1,2,2,1,1,4,2,4,1,98,98,1,1,2,4,1,4,4,3,2,"11/13/2017 4:37:35",0.825
"763",763,"C","A","C",9999,NA,"UT",4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,3,1,1,4,4,4,4,4,4,4,4,999,999,999,1,5,5,5,5,1,4,1,4,4,2,2,1,1,6,NA,3,2,2,1,2,1,"11/13/2017 4:40:00",0.92
"764",764,"C","B","C",9999,2,"CO",4,2,1,1,1,NA,2,1,NA,13,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,2,1,2,1,2,1,1,1,999,999,999,4,5,1,5,5,1,1,4,4,4,4,4,2,9,2,NA,4,2,1,4,3,2,"11/13/2017 4:42:47",2.94
"765",765,"C","A","C",9999,2,"IL",3,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,98,4,98,4,2,4,4,2,98,999,999,999,4,2,2,2,5,2,1,98,98,4,98,4,1,10,98,NA,5,4,98,98,NA,1,"11/13/2017 4:44:12",0.79
"766",766,"C","B","C",9999,3,"MO",3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,3,3,4,4,4,4,4,2,2,4,4,4,999,999,999,2,98,2,5,5,5,4,2,4,98,2,1,1,1,1,1,3,2,2,1,6,2,"11/13/2017 4:54:42",0.755
"767",767,"C","A","C",9999,4,"TX",2,1,1,1,3,3,1,1,NA,10,2,1,2,2,3,NA,NA,NA,1,1,2,1,1,2,4,2,1,1,1,2,4,999,999,999,4,1,1,2,2,1,98,98,1,2,98,98,1,9,2,NA,4,4,3,3,5,1,"11/13/2017 5:00:13",1.95
"768",768,"C","B","C",9999,2,"IN",3,2,1,2,1,NA,1,1,NA,10,1,1,1,1,2,NA,NA,NA,1,1,1,1,2,2,2,3,1,2,1,2,4,999,999,999,5,2,1,5,5,1,1,4,1,4,3,4,4,5,6,NA,5,3,2,3,3,1,"11/13/2017 5:06:17",1.56
"769",769,"C","A","C",9999,3,"NV",4,1,1,2,3,1,4,1,NA,6,1,2,3,3,3,NA,NA,NA,1,2,3,1,3,4,4,4,1,1,3,4,4,999,999,999,2,1,1,5,5,5,3,4,2,4,3,4,1,1,3,NA,5,4,3,4,6,1,"11/13/2017 5:13:18",0.185
"770",770,"C","B","C",9999,1,"VA",2,5,1,1,3,1,1,1,NA,10,1,4,98,1,2,NA,NA,NA,1,1,1,98,1,1,1,1,1,1,1,1,98,999,999,999,4,2,1,1,2,1,4,4,1,4,1,4,5,1,6,NA,3,3,3,3,3,1,"11/13/2017 5:15:17",1.22
"771",771,"C","B","C",9999,3,"NJ",1,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,98,3,4,98,98,1,98,98,3,98,999,999,999,3,2,1,4,5,2,2,2,2,2,1,4,1,9,6,NA,3,4,5,4,3,1,"11/13/2017 5:16:49",2.325
"772",772,"C","A","C",9999,NA,"CO",4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,3,3,3,1,4,4,98,1,1,98,4,4,1,999,999,999,1,5,1,5,5,1,4,4,1,98,1,98,1,1,1,2,4,2,1,2,NA,1,"11/13/2017 5:18:29",0.55
"773",773,"C","B","D",9999,2,"MI",3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,2,3,4,4,4,98,4,4,98,4,4,4,999,999,999,1,5,5,5,5,5,4,4,4,1,98,4,1,10,1,2,5,3,4,2,3,1,"11/13/2017 5:29:38",0.92
"774",774,"C","A","D",9999,1,"CA",4,5,1,1,2,NA,1,1,"NOT SURE",10,2,2,1,4,98,NA,NA,NA,1,1,1,98,1,2,3,98,1,98,3,2,2,999,999,999,4,2,1,2,2,2,3,4,2,1,2,2,2,1,1,2,2,2,2,3,98,2,"11/13/2017 5:31:39",1.81
"775",775,"C","B","D",9999,4,"CA",4,2,1,2,1,NA,1,1,NA,3,1,2,2,1,2,NA,NA,NA,1,2,3,3,1,2,2,1,1,4,2,1,1,999,999,999,4,1,1,2,2,2,1,3,2,4,1,4,1,1,1,1,4,1,NA,4,NA,1,"11/13/2017 5:37:54",0.35
"776",776,"C","A","D",9999,3,"IL",3,2,1,1,1,NA,1,1,NA,9,1,2,1,2,2,NA,NA,NA,1,2,2,2,1,2,1,98,1,2,2,2,1,999,999,999,3,3,1,2,4,2,98,4,2,2,2,4,4,9,6,NA,4,2,1,2,3,1,"11/13/2017 5:43:38",2.085
"777",777,"C","B","D",9999,1,"CA",4,2,1,1,3,1,2,1,NA,11,1,2,1,2,1,NA,NA,NA,1,1,1,3,1,1,98,2,1,98,2,2,2,999,999,999,4,1,1,2,2,1,98,4,2,4,2,4,3,1,1,2,4,1,4,4,3,2,"11/13/2017 5:44:50",1.33
"778",778,"C","A","D",9999,4,"OR",4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,3,3,1,3,4,4,4,4,1,4,4,1,999,999,999,1,4,5,5,5,5,4,4,1,1,2,3,1,1,1,2,4,2,1,1,3,2,"11/13/2017 5:48:11",0.82
"779",779,"C","B","D",9999,3,"OK",2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,3,3,4,4,4,1,4,4,1,4,3,98,999,999,999,1,5,5,5,5,5,1,1,2,2,4,1,1,1,1,1,4,2,1,2,NA,1,"11/13/2017 5:48:23",0.355
"780",780,"C","B","D",9999,3,"IL",3,5,1,1,3,2,1,1,NA,1,1,1,1,3,1,NA,NA,NA,1,1,1,1,1,1,98,1,1,1,1,1,1,999,999,999,5,1,1,1,1,1,1,4,1,1,98,1,2,1,98,NA,2,4,4,4,2,2,"11/13/2017 5:49:26",1.445
"781",781,"C","A","D",9999,2,"NV",4,5,1,2,3,1,1,1,NA,2,4,1,1,2,1,NA,NA,NA,2,1,2,98,1,4,4,98,2,1,1,1,1,999,999,999,5,98,1,5,5,1,2,4,98,98,1,2,2,NA,NA,NA,2,3,3,3,3,2,"11/13/2017 5:52:30",2.05
"782",782,"L","A","C",9999,3,"LA",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,3,4,1,4,1,1,4,2,1,4,98,999,999,999,2,98,4,5,5,5,4,1,1,1,3,4,2,1,2,NA,4,3,2,3,4,1,"11/13/2017 6:09:10",0.285
"783",783,"L","B","C",9999,2,"CA",4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,3,3,3,4,4,4,4,4,4,4,4,4,4,999,999,999,1,5,5,5,5,5,1,1,3,2,1,1,98,1,1,1,2,2,1,2,NA,1,"11/13/2017 6:12:47",1.48
